Id,Def,IDword,,,
517,"1. Сокрушаться, уничтожаться, разрушаться",304,,,
518,2. Истощать свои силы,304,,,
519,"3. Терзаться, мучиться",304,,,
520,"Сталкиваться, сходиться",305,,,
521,"Тряпка для вытирания, стирания",306,,,
522,"Стеснение, сдавливание",307,,,
523,1. Плотно сомкнуть (смыкать),308,,,
524,2. Сжать (сжимать),308,,,
525,"3. Сжимать, уменьшать в объеме",308,,,
526,"Плотно сомкнутый, закрытый (ср. польск. ścisły)",309,,,
527,/i> 1. Сжатие, плотное соединение чего-л,310,,
528,"2. Сдавливание, сжатие",310,,,
529,"3. Нечто плотно сомкнутое, закрытое",310,,,
530,"1. Закрыть, сомкнуть",312,,,
531,2. Сжать,312,,,
532,3. Быть сросшимися (о бровях),312,,,
533,4. Сделать твердым, сжать (холодом),312,,
534,5. Стиснути сердце – сдерживать проявление чувств,312,,,
